datetime,power,temp,dew,precip,snow,windspeed,winddir,cloudcover,solarradiation,uvindex,Day sin,Day cos,Month sin,Month cos,Year sin,Year cos
2020-01-02 01:00:00,0.0,0.2,-1.1,0.0,0.0,7.9,210.0,73.8,0.0,0.0,0.2588190450941658,0.965925826291307,-0.48098876892001957,0.876726755707161,0.015768558780426725,0.9998756685478392
2020-01-02 02:00:00,0.0,-0.3,-1.2,0.0,0.0,12.5,220.0,70.4,0.0,0.0,0.5000000000005408,0.8660254037841264,-0.4617486132355256,0.8870108331779658,0.01648524792797815,0.9998641090672037
2020-01-02 03:00:00,0.0,-0.7,-1.7,0.0,0.0,12.9,200.0,69.1,0.0,0.0,0.707106781183257,0.707106781189838,-0.4422886902193491,0.8968727415325168,0.017201928605789084,0.9998520358794302
2020-01-02 04:00:00,0.0,-0.9,-2.1,0.0,0.0,16.8,180.0,70.9,0.0,0.0,0.866025403779473,0.5000000000086008,-0.4226182617409,0.9063077870365565,0.017918600445645503,0.9998394489907214
2020-01-02 05:00:00,0.0,-0.6,-1.8,0.0,0.0,7.2,210.0,71.5,0.0,0.0,0.9659258262888981,0.2588190451031557,-0.40274668985878737,0.9153114791194251,0.018635263079337935,0.9998263484075441
2020-01-02 06:00:00,0.0,-0.6,-1.6,0.0,0.0,9.0,220.0,71.7,0.0,0.0,1.0,5.935147809731986e-12,-0.38268343236498653,0.9238795325113295,0.019351916138661628,0.9998127341366293
2020-01-02 07:00:00,158.0,-0.5,-1.6,0.0,0.0,6.8,200.0,71.6,3.0,0.0,0.9659258262919704,-0.25881904509168985,-0.36243803828344234,0.9320078692828994,0.02006855925541676,0.9997986061849715
2020-01-02 08:00:00,366.0,-0.3,-1.5,0.0,0.0,4.3,220.0,74.9,8.0,0.0,0.8660254037854082,-0.4999999999983208,-0.34202014332696007,0.9396926207854384,0.02078519206140861,0.9997839645598294
2020-01-02 09:00:00,810.0,-0.1,-0.9,0.0,0.0,4.6,209.0,87.3,26.0,0.0,0.7071067811916506,-0.7071067811814444,-0.3214394653043052,0.9469301294947174,0.021501814188447755,0.9997688092687256
2020-01-02 10:00:00,1526.0,0.4,-0.9,0.0,0.0,1.4,240.0,89.9,39.0,0.0,0.5000000000108207,-0.8660254037781913,-0.30070579950526616,0.9537169507479138,0.022218425268350262,0.9997531403194464
2020-01-02 11:00:00,4000.0,0.9,0.1,0.0,0.0,2.2,111.0,88.7,63.0,1.0,0.25881904510563164,-0.9659258262882348,-0.2798290140318318,0.9600498543856839,0.022935024932937875,0.9997369577200422
2020-01-02 12:00:00,4840.0,1.3,0.4,0.0,0.0,4.7,210.0,88.6,73.0,1.0,8.498491961326505e-12,-1.0,-0.25881904510320486,0.965925826288885,0.023651612814038193,0.9997202614788273
2020-01-02 13:00:00,4614.0,2.0,1.0,0.0,0.0,2.9,190.0,90.2,53.0,1.0,-0.2588190451032699,-0.9659258262888676,-0.23768589232669926,0.9713420698131326,0.02436818854348488,0.9997030516043798
